"SITEID_12","zpSR","zpDen","zpDiv.Sh","Omni","W.Omni","zpSRr","phySR","phyDiv.Sh","phyDen.Ind","phyDen.BioV","phySRr","SITEID_07","LAT_DD","LON_DD","LakeArea","LakeDepth","LakePerim","LakeEleva","HUC2","HUC8","ECO3","ECO3_2015","EPA_REG","Cond","DOC","NTL","PTL","Silica","pH","Temp","Sol","ln_phyDen","ln_phySR","ln_phySRr","ln_zpDen","ln_zpSR","ln_zpSRr","ln_NTL","ln_PTL","Lat","ln_DOC","ln_Silica","ln_Temp","ln_Sol","ln_Cond","WOmni","WOmni2","Omni2"
"NLA12_SC-103",45,29728.813559322,0,0.266666666666667,0.0390535917901938,29.6542876756718,41,1.76629324150184,69781746,3898327428.3,41,"NLA06608-0831",35.06216037,-82.69528294,183.8848436,29.25,12.00407375,380.96,3,3050109,66,66,"Region_4",14.015,1195,69,18,10498.5,6.935,15.9871794871795,5.6016339869281,22.0838134335549,3.71357206670431,3.71357206670431,10.2998720080085,3.80666248977032,3.38960672462357,4.23410650459726,2.89037175789616,35.06216037,7.08590146436561,9.2589876687977,2.77178711899045,1.72305833856063,2.64012818461675,0.0390535917901938,0.0015251830317151,0.0711111111111111
"NLA12_SC-104",28,98405.1724137931,0,0.357142857142857,0.160753394656154,16.5134826067644,55,1.03272030841429,196977230.6,38301619937.9,55,"",34.35717311,-81.7628833,4.839322285,1.95,1.056025232,162.83,3,3050109,45,45,"Region_4",36.1,13005,1034,66.5,2089.5,6.54,27.595641025641,5.95006535947712,24.3687580282673,4.00733318523247,4.00733318523247,11.4968486468397,3.3322045101752,2.80417717492216,6.94119005506837,4.19720194766181,34.35717311,9.47308917788275,7.64468008188797,3.31765782639665,1.78340220428328,3.58629286533884,0.160753394656154,0.0258416538934773,0.127551020408163
"NLA12_SC-105",21,70955.8823529412,0,0.0952380952380952,0.0134715025906736,8.3616942914226,31,2.41975688296967,174437586.7,12895323415.6,31,"",34.00001889,-80.9279379,5.577278163,2.6,1.220477395,67.95,3,3050110,65,65,"Region_4",36.8,3180,838,61,1755,7.29,26.3794871794872,5.85679738562092,23.2801305566631,3.43398720448515,3.43398720448515,11.1698135875791,3.04452243772342,2.12366107300065,6.73101810048208,4.11087386417331,34.00001889,8.06463647577422,7.47022413589997,3.27258670735371,1.76760293296666,3.60549784517489,0.0134715025906736,0.000181481382050525,0.0090702947845805
"NLA12_SC-106",16,12752,0,0.3125,0.233375156838143,7.54374037393522,29,2.04289651266717,22764756.3,3764569212.6,29,"NLA06608-2009",35.1098162,-81.98461692,76.65414285,5.3,11.73822064,236.89,3,3050105,45,45,"Region_4",45.8,2070,238,37,12746,7.57,28.0461538461538,5.87287581699346,22.0488992726878,3.36729582998647,3.36729582998647,9.45344340103,2.77258872223978,2.02071812983111,5.47227067367148,3.61091791264422,35.1098162,7.63530388625941,9.45297277587424,3.33385150478302,1.77034443158559,3.82428409112014,0.233375156838143,0.0544639638292279,0.09765625
"NLA12_SC-108",26,71451.6129032258,0,0.192307692307692,0.072234762979684,15.1844893559304,42,1.59723091182704,38955194.4,3016423808.2,42,"",33.57494811,-81.88510289,6.751048781,2.5,1.460622831,74.77,3,3060106,65,65,"Region_4",23.2,2630,498,32,3914,6.57,25.0282051282051,5.82901960784314,21.8273377971803,3.73766961828337,3.73766961828337,11.1767757569762,3.25809653802148,2.72027446974198,6.21060007702465,3.46573590279973,33.57494811,7.87473912517181,8.27231514795602,3.22000339405127,1.76284882290115,3.14415227867226,0.072234762979684,0.00521786098273112,0.0369822485207101
"NLA12_SC-118",25,17936.170212766,0,0.4,0.275207591933571,16.9647772841886,20,0.938640925078802,78907950.2,3480772515.6,20,"NLA06608-3586",33.46313824,-80.3893452,35614.05387,4.8,707.9571422,23.16,3,3050111,65,65,"Region_4",119.2,3530,349,51,13084,7.67,29.6576923076923,5.75679738562092,21.9705200933387,2.99573227355399,2.99573227355399,9.79457463527393,3.2188758248682,2.83113927019179,5.85507192220243,3.93182563272433,33.46313824,8.16905314992734,9.47914538865827,3.38972152881743,1.75038131063642,4.78080275463125,0.275207591933571,0.0757392186578747,0.16
"NLA12_SC-127",13,151456.310679612,0,0.153846153846154,0.00897435897435897,6.81239446545654,23,1.70886051060429,76499708.8,8242475232.1,23,"",32.94279129,-80.41743994,34.97196049,2.4,4.13277248,9.15,3,3050205,63,63,"Region_4",46.7,6200,630,25,539,7.15,30.7025641025641,6.08686274509804,22.8325665280042,3.13549421592915,3.13549421592915,11.9280524839901,2.56494935746154,1.91874366856024,6.44571981938558,3.2188758248682,32.94279129,8.73230457103318,6.289715570909,3.42434617236161,1.80613280039901,3.84374416467485,0.00897435897435897,8.05391190006575e-05,0.0236686390532544
"NLA12_SD-101",30,15423.2558139535,0,0.533333333333333,0.120024125452352,24.9703007645588,32,2.80312510299095,2453316.2,2471769988,32,"NLA06608-0243",44.64709591,-100.7008666,125497.4158,27.05,3520.774062,490.37,10,10130105,43,43,"Region_8",755.5,3780,311.5,28,6343.5,8.43,16.5929765886288,6.16562091503268,21.6282003252872,3.46573590279973,3.46573590279973,9.64363176710966,3.40119738166216,3.21768714925554,5.74139933822751,3.3322045101752,44.64709591,8.23747928861363,8.75518594558065,2.80897950876112,1.81898884768958,6.62737978171279,0.120024125452352,0.014405790690602,0.284444444444444
"NLA12_SD-102",19,22643.8356164384,0,0.368421052631579,0.0211736237144586,14.7434422071688,12,1.09188440250458,390301151.9,33761932711.3,12,"NLA06608-1511",45.53499061,-98.61510704,191.7548004,5.5,16.43896758,414.2,10,10160003,46,46,"Region_8",1190,15660,1931,709,3719,8.59,23.348717948718,5.97666666666667,24.242599753593,2.484906649788,2.484906649788,10.0276429356548,2.94443897916644,2.69079838779952,7.56579328242851,6.56385552653213,45.53499061,9.65886496954479,8.22121009392507,3.15054207677104,1.78786299894893,7.08170858610557,0.0211736237144586,0.000448322341201482,0.135734072022161
"NLA12_SD-103",16,83080.5687203791,0,0.375,0.0867084997147747,13.3193225678781,12,2.29374705655629,71550320.9,6145837508.8,12,"NLA06608-0343",44.87790723,-96.63402874,427.2452702,2.8,11.53423062,530.52,7,7020003,46,46,"Region_8",1433,13460,1891,67,6259,8.85,22.4,5.92143790849673,22.5390408617761,2.484906649788,2.484906649788,11.3275661234214,2.77258872223978,2.58921580555151,7.54486106865846,4.20469261939097,44.87790723,9.50747760319872,8.7417757069247,3.10906095886099,1.7785793093517,7.26752542782817,0.0867084997147747,0.00751836392278708,0.140625
"NLA12_SD-104",20,28322.0338983051,0,0.3,0.0233393177737881,14.9066327077252,8,1.31181637980682,23452334.7,34987873947.9,8,"NLA06608-0295",45.18757228,-97.63194667,18.43116769,6.2,1.593375145,532.26,10,10160010,46,46,"Region_8",1259,13770,1329,119,19999,8.71,17.5974358974359,5.83993464052288,24.2782673797737,2.07944154167984,2.07944154167984,10.2513953636718,2.99573227355399,2.70180626207184,7.19218205871325,4.77912349311153,45.18757228,9.5302475917227,9.90343755128609,2.86775320378494,1.76471960508622,7.13807303404435,0.0233393177737881,0.000544723754145863,0.09
"NLA12_SD-105",29,10141.1042944785,0,0.586206896551724,0.279491833030853,23.2652753457998,16,1.26389310614247,100328411.4,11802864885.5,16,"NLA06608-1811",45.85351959,-99.256675,146.6317536,4,10.11767995,583.89,10,10130106,42,42,"Region_8",1855,14590,1895,100,21295,8.92,25.0538461538462,5.97666666666667,23.1916081258568,2.77258872223978,2.77258872223978,9.2243521759964,3.36729582998647,3.14696192042106,7.54697411751653,4.60517018598809,45.85351959,9.58809164151683,9.96622758235731,3.22102735482065,1.78786299894893,7.52563997504154,0.279491833030853,0.0781156847309462,0.343638525564804
"NLA12_SD-106",34,15108.3333333333,0,0.352941176470588,0.236072807501379,22.7039919407182,39,3.32784053237488,1798068.9,4147447554.4,39,"NLA06608-0471",45.44012115,-97.26227214,857.1951295,7.4,20.06849226,564.78,10,10160010,46,46,"Region_8",384,6320,688,42,23793,8.74,21.4692307692308,5.83993464052288,22.1457589348374,3.66356164612965,3.66356164612965,9.62300174695494,3.52636052461616,3.12254076544573,6.53378883793334,3.73766961828337,45.44012115,8.7514744871409,10.0771466987514,3.06662078308074,1.76471960508622,5.95064255258773,0.236072807501379,0.0557303704415831,0.124567474048443
"NLA12_SD-107",28,31767.8571428571,0,0.357142857142857,0.223159078133783,21.1246789319616,22,1.80568270319975,32378093.2,7924849418,22,"NLA06608-0979",43.76821042,-103.5171508,45.95914066,6.4,5.401232139,1581.8,10,10120109,17,17,"Region_8",382,8130,804,39,13656,8.95,20.7653846153846,6.42862745098039,22.793269155646,3.09104245335832,3.09104245335832,10.3662102759128,3.3322045101752,3.05044197464072,6.68959926917897,3.66356164612965,43.76821042,9.00331620254186,9.52193426447428,3.03328739920276,1.86076105527398,5.94542060860658,0.223159078133783,0.0497999741535199,0.127551020408163
"NLA12_SD-108",17,121481.481481481,0,0.764705882352941,0.255589430894309,15.0407620569542,29,2.15944610719845,66908988.2,8796489332,29,"NLA06608-0851",45.77202719,-99.64103628,57.76213289,3,5.801237972,562.5,10,10130106,42,42,"Region_8",3410,7670,1023,57,11893,8.27,25.4,5.97666666666667,22.8976185392876,3.36729582998647,3.36729582998647,11.707517114356,2.83321334405622,2.71076398591854,6.93049476595163,4.04305126783455,45.77202719,8.9450718943613,9.38370527072725,3.23474917402449,1.78786299894893,8.13446757027756,0.255589430894309,0.0653259571848767,0.58477508650519
"NLA12_SD-109",25,18887.6404494382,0,0.52,0.164782867340869,18.7482581233152,12,1.22545775290432,463683241.4,5061585130.5,12,"NLA06608-2123",44.32793752,-97.11673425,20.86728463,2.2,1.887905117,536.68,10,10170201,46,46,"Region_8",2040,14080,2259,501,24760,8.71,20.1,6.05928104575163,22.3449455380852,2.484906649788,2.484906649788,9.84626304265861,3.2188758248682,2.93110084801108,7.722677516468,6.21660610108486,44.32793752,9.55251062971203,10.1169847267985,3.00071981506503,1.80159115372811,7.62070508683826,0.164782867340869,0.0271533933690783,0.2704
"NLA12_SD-110",24,150258.620689655,0,0.291666666666667,0.0768789443488239,18.9739013814885,49,0.948152026750235,105410525,19864447824.1,49,"NLA06608-0807",45.45326699,-97.66893772,23.02534933,7.5,2.620295629,533.4,10,10160010,46,46,"Region_8",2010,18360,1735,167,7296,8.67,22.2846153846154,5.83993464052288,23.7121974294058,3.89182029811063,3.89182029811063,11.9201132263898,3.17805383034795,2.94306442339676,7.45876269238096,5.11799381241676,45.45326699,9.81792966417448,8.89508153175417,3.10389654731377,1.76471960508622,7.60589000105312,0.0768789443488239,0.00591037208418956,0.0850694444444445
"NLA12_SD-111",30,14288.256227758,0,0.533333333333333,0.5,24.2296718991295,29,1.89646757468745,795164976.5,35519467859,29,"NLA06608-0727",45.63874257,-97.34186672,29.231901,3.5,2.196158249,559.28,10,10160010,46,46,"Region_8",1228,17990,3881,162,36831,8.84,24.3,5.83993464052288,24.2933467735111,3.36729582998647,3.36729582998647,9.56719323602925,3.40119738166216,3.18757799363603,8.26384813136891,5.08759633523238,45.63874257,9.79757132694458,10.5140951608489,3.1904763503465,1.76471960508622,7.11314210870709,0.5,0.25,0.284444444444444
"NLA12_SD-114",28,63084.1121495327,0,0.571428571428571,0.561975308641975,16.0415765177856,31,2.14591166199241,2432150439.9,20761561819.5,31,"NLA06608-0503",43.57475963,-97.0587407,20.7698058,1.5,1.745958758,485.13,10,10170102,46,46,"Region_8",2790,18750,3031,144,86,8.73,21.25,6.15732026143791,23.7563691245675,3.43398720448515,3.43398720448515,11.0522242283868,3.3322045101752,2.77518388425354,8.0166478770578,4.969813299576,43.57475963,9.83894903139856,4.45434729625351,3.05635689537043,1.81764166040185,7.93379687481541,0.561975308641975,0.315816247523243,0.326530612244898
"NLA12_SD-115",31,263086.419753086,0,0.516129032258065,0.408728296574378,16.7905310862383,58,1.43839970646093,7220591490.2,190502904669.1,58,"",42.72586493,-96.80951269,15.62094014,1.05,3.761421402,341.86,10,10170101,47,47,"Region_8",1145.5,17445,3670,240.5,17442.5,8.555,22.0174358974359,6.21993464052288,25.9729332790037,4.06044301054642,4.06044301054642,12.4802378494024,3.43398720448515,2.82081510169333,8.20794694104862,5.48272008954582,42.72586493,9.76680835362087,9.76666503581339,3.09183468025624,1.82775939874136,7.04359650189355,0.408728296574378,0.167058820420593,0.266389177939646
"NLA12_SD-122",19,780625,0,0.368421052631579,0.0488390712570056,11.1885825480251,33,2.8476313146555,710875007,25851145897.8,33,"",45.83652227,-97.52514003,5.524331698,1.7,0.96594626,540.08,9,9020105,46,46,"Region_8",1758,17360,2421,147,18881,8.6,20.5512820512821,5.83993464052288,23.9756207656534,3.49650756146648,3.49650756146648,13.567850159862,2.94443897916644,2.41489384298891,7.79193595693806,4.99043258677874,45.83652227,9.76192398821434,9.84591140439853,3.02292332591996,1.76471960508622,7.47193207824512,0.0488390712570056,0.00238525488124687,0.135734072022161
"NLA12_SD-124",15,498421.052631579,0,0.333333333333333,0.0929250263991552,11.7937939556571,21,1.47118098741964,860556764.9,49800267905.5,21,"",45.87066253,-103.7050696,2.616327031,2.1,0.824768285,955.26,10,10130302,43,43,"Region_8",287,19870,2693,236,12694,8.09,18.4538461538462,6.26150326797386,24.6312862005911,3.04452243772342,3.04452243772342,13.1192004859958,2.70805020110221,2.46757345715752,7.8984110928116,5.46383180502561,45.87066253,9.89696633554586,9.44888471986641,2.91527281238411,1.83442029493731,5.65948221575962,0.0929250263991552,0.0086350605312837,0.111111111111111
"NLA12_SD-126",16,234750,0,0.375,0.156549520766773,14.252793957248,19,0.800923335829958,2534637362.7,97882708039.8,19,"",45.49815844,-97.61396918,14.27366573,2,1.578505764,548.28,10,10160010,46,46,"Region_8",1808,19580,3550,316,46221,8.81,26.3679487179487,5.83993464052288,25.3070357420752,2.94443897916644,2.94443897916644,12.3662763970705,2.77258872223978,2.6569529546713,8.17470288246946,5.75574221358691,45.49815844,9.8822639160845,10.7411895192499,3.27214920886582,1.76471960508622,7.49997654095212,0.156549520766773,0.0245077524523063,0.140625
"NLA12_SD-130",30,161400,0,0.3,0.154894671623296,21.1927124667194,42,2.44466471074867,98091660.6,3749026409.4,42,"",45.66600053,-97.23383272,2.784188967,1,0.965291841,605.47,10,10160010,46,46,"Region_8",263,13290,1951,126,5950,9.52,22.25,5.83993464052288,22.0447620190605,3.73766961828337,3.73766961828337,11.991641034818,3.40119738166216,3.05365737101201,7.57609734062311,4.83628190695148,45.66600053,9.49476715170729,8.69114649853968,3.10234200861225,1.76471960508622,5.57215403217776,0.154894671623296,0.0239923592972887,0.09
"NLA12_SD-131",14,45972.850678733,0,0.5,0.56003937007874,8.77172954260953,29,1.71774523409946,5468012712,87159813117.2,29,"",43.07985221,-98.08073782,20.552693,1.8,1.843330904,504.74,10,10170101,42,42,"Region_8",4200,16620,3863,336,60541,8.41,20.2935897435897,6.13771241830065,25.1910092028856,3.36729582998647,3.36729582998647,10.7358062985969,2.63905732961526,2.17153399818447,8.25919936266628,5.8171111599632,43.07985221,9.71836206840944,11.0110761004439,3.0103050600021,1.81445210242815,8.34283980427146,0.56003937007874,0.313644096038192,0.25
"NLA12_SD-132",21,1219000,0,0.428571428571429,0.0754716981132075,13.8390160215706,24,2.19070016132433,23468899,2048256047,24,"",45.0770889,-101.643063,22.23082519,2,2.282528414,726.45,10,10130306,43,43,"Region_8",1932,18640,1993,366,1742,9.39,24.27,6.08575163398693,21.4402545592582,3.17805383034795,3.17805383034795,14.0135414084634,3.04452243772342,2.62749185095471,7.59739632021279,5.90263333340137,45.0770889,9.83306508823958,7.46278915741245,3.18924101973851,1.80595024124129,7.56631101477246,0.0754716981132075,0.00569597721609114,0.183673469387755
"NLA12_SD-133",21,345161.290322581,0,0.333333333333333,0.386915887850467,12.7783099775358,34,2.56709809868176,28971113.1,80828757561.5,34,"",44.47740626,-99.31405069,4.904037241,1.4,1.306851739,589.88,10,10140103,42,42,"Region_8",833,15980,1841,304,22179,8.52,26.65,6.09745098039216,25.115598649567,3.52636052461616,3.52636052461616,12.751767094947,3.04452243772342,2.54774920057552,7.51806418123308,5.71702770140622,44.47740626,9.67909321932027,10.0069011742252,3.28278915061185,1.80787081177954,6.72503364216684,0.386915887850467,0.149703904271115,0.111111111111111
"NLA12_SD-134",15,297500,0,0.333333333333333,0.326680672268908,12.3572418826296,34,1.67748566246684,369696777.6,31292862649.3,34,"",45.55612315,-99.77590227,10.42400154,2.2,1.301713271,618.19,10,10130106,42,42,"Region_8",1567,19770,2731,928,33326,8.81,24.8025641025641,5.97666666666667,24.1666558781158,3.52636052461616,3.52636052461616,12.6031695039678,2.70805020110221,2.51424227847362,7.91242312147371,6.8330317327862,45.55612315,9.89192091616466,10.4140931520986,3.21094703905885,1.78786299894893,7.35691824235602,0.326680672268908,0.106720261634065,0.111111111111111
"NLA12_SD-137",13,432500,0,0.307692307692308,0.00722543352601156,4.89267157337569,16,2.03962563266063,568954.7,395479201.9,16,"",43.27872203,-99.65508754,1.77256075,2.2,0.55248755,657.35,10,10140101,42,42,"Region_8",1307,19970,1888,475,12544,9.41,22.6487179487179,6.2162091503268,19.7956087569372,2.77258872223978,2.77258872223978,12.9773376053541,2.56494935746154,1.58773848832434,7.54327334670545,6.16331480403464,43.27872203,9.90198642640986,9.43699774259019,3.12010324762144,1.82716025959177,7.17548971362422,0.00722543352601156,5.22068896388119e-05,0.0946745562130178
"NLA12_SD-138",23,95111.1111111111,0,0.130434782608696,0.0327102803738318,15.7616761469114,16,2.12356824326322,4607476.9,2887743697.7,16,"NLA06608-3031",45.69877035,-97.44011662,696.3329358,5.4,26.6485676,547.07,10,10160010,46,46,"Region_8",662,8000,779,49,17544,8.54,17.1474358974359,5.83993464052288,21.7837413067049,2.77258872223978,2.77258872223978,11.4628010777877,3.13549421592915,2.75758143327395,6.65801104587075,3.89182029811063,45.69877035,8.98719682066197,9.77246729009772,2.84184865208057,1.76471960508622,6.49526555593701,0.0327102803738318,0.00106996244213468,0.0170132325141777
"NLA12_SD-140",25,439130.434782609,0,0.44,0.2,17.8962172393235,9,0.807013812295948,497922880.1,14653122651.2,9,"NLA06608-4796",45.60448724,-103.6125348,76.94276764,2.2,8.550715323,892.03,10,10130302,43,43,"Region_8",1448,10770,851,68,3546,8.8,20.3,6.26150326797386,23.4079192999488,2.19722457733622,2.19722457733622,12.9925517658823,3.2188758248682,2.88458936310183,6.74641212857337,4.21950770517611,45.60448724,9.28451977015043,8.17357548663415,3.01062088604774,1.83442029493731,7.27793857294566,0.2,0.04,0.1936
"NLA12_SD-141",14,265714.285714286,0,0.285714285714286,0.0666666666666667,10.6004741220059,18,2.03733355626389,122790891.5,5956713860.1,18,"",45.81116472,-99.28278555,47.89237558,3.2,4.261951829,581.29,10,10130106,42,42,"Region_8",5200,20950,2535,39,1353,8.83,21.6905128205128,5.97666666666667,22.5077848002106,2.89037175789616,2.89037175789616,12.4901768966341,2.63905732961526,2.36089872860886,7.83794891602528,3.66356164612965,45.81116472,9.94989392535028,7.21007962817079,3.07687496773646,1.78786299894893,8.55641390456952,0.0666666666666667,0.00444444444444444,0.0816326530612245
"NLA12_SD-143",15,239428.571428571,0,0.4,0.0704057279236277,11.5050111387958,18,1.66541715209297,17402842.4,65360181308.6,18,"",43.89012129,-101.1518294,22.09562703,2.8,3.056407468,677.47,10,10140102,43,43,"Region_8",4250,16840,54000,32,2195,8.67,20.5094871794872,6.38705882352941,24.9031790614937,2.89037175789616,2.89037175789616,12.3860104109689,2.70805020110221,2.44278269165686,10.8967393255464,3.46573590279973,43.89012129,9.73151228779632,7.69393732550927,3.02088756833373,1.85427388442109,8.35467426191846,0.0704057279236277,0.00495696652445589,0.16
"NLA12_SD-146",26,45750,0,0.153846153846154,0.391256830601093,16.2831418851423,31,2.56916740277055,25671973.9,2965332053.2,31,"",45.74128962,-97.26709757,2.509375527,1,0.752531274,596.17,10,10160010,46,46,"Region_8",366,19020,1744,25,406,8.92,10.6,5.83993464052288,21.8102548540868,3.43398720448515,3.43398720448515,10.7309470707037,3.25809653802148,2.79013033244198,7.46393660446893,3.2188758248682,45.74128962,9.85324633609938,6.00635315960173,2.36085400111802,1.76471960508622,5.90263333340137,0.391256830601093,0.153081907492012,0.0236686390532544
"NLA12_SD-147",13,16901.9607843137,0,0.0769230769230769,0.031322505800464,10.4673894092758,11,0.761721547393346,232889880.5,19760090104.2,11,"",43.20148574,-99.61980464,37.82150066,4.7,5.315546953,676.68,10,10150001,42,42,"Region_8",457,17800,2563,554,22275,9.2,23.3576923076923,6.2162091503268,23.7069300891849,2.39789527279837,2.39789527279837,9.7351849169215,2.56494935746154,2.34826465370377,7.84893372636407,6.31716468674728,43.20148574,9.78695373628018,10.011220252339,3.15092636488205,1.82716025959177,6.12468339089421,0.031322505800464,0.000981099369620103,0.00591715976331361
"NLA12_SD-150",13,18983.4024896266,0,0.230769230769231,0.697267759562841,6.3503684415462,16,1.89421307410682,182720162.7,189473721151.5,16,"",45.75621315,-99.64575832,17.66222672,1,2.250078307,554.3,10,10130106,42,42,"Region_8",11430,23850,3094,99,1616,8.8,21.89,5.97666666666667,25.9675161771904,2.77258872223978,2.77258872223978,9.8513203232011,2.56494935746154,1.84851283351211,8.03722003113301,4.59511985013459,45.75621315,10.0795394963165,7.38770923908104,3.08602991153477,1.78786299894893,9.34399675678886,0.697267759562841,0.486182328525785,0.0532544378698225
"NLA12_SD-154",14,73272.7272727273,0,0.357142857142857,0.0334987593052109,11.2816148100716,15,2.58072167271175,356692977.5,26213582307.8,15,"",44.83195396,-97.72143694,125.1226816,3.2,7.858004268,531,10,10170201,46,46,"Region_8",2070,21390,2900,753,48739,9.15,21.3833333333333,6.05928104575163,23.9895435220808,2.70805020110221,2.70805020110221,11.2019437486904,2.63905732961526,2.42317439274518,7.97246601597457,6.62406522779989,44.83195396,9.97067880207645,10.7942348099396,3.06261180239353,1.80159115372811,7.63530388625941,0.0334987593052109,0.00112216687498845,0.127551020408163
"NLA12_SD-157",14,253000,0,0.285714285714286,0.301383399209486,12.6199432805322,11,1.83384127972796,477866106.8,28976053255.2,11,"",45.91255997,-99.21601903,22.44453642,5,2.013700968,583.8,10,10130106,42,42,"Region_8",4050,20500,2420,84,12925,8.78,21.6207692307692,5.97666666666667,24.089735575993,2.39789527279837,2.39789527279837,12.4411447677097,2.63905732961526,2.53527836269189,7.79152281915073,4.43081679884331,45.91255997,9.9281801651265,9.46691869937663,3.07365439116967,1.78786299894893,8.30647216010058,0.301383399209486,0.0908319533190645,0.0816326530612245
"NLA12_SD-158",23,92100,0,0.304347826086957,0.0369163952225842,15.5211816022474,13,1.73894053355121,94672032.7,5524774936.9,13,"",45.23398781,-96.5208005,109.7816821,3,6.111324492,321.52,7,7020001,46,46,"Region_8",973,13610,1784,610,44245,8.95,27.6628205128205,5.83993464052288,22.4325083481178,2.56494935746154,2.56494935746154,11.4306302222434,3.13549421592915,2.74220564602244,7.48661331313996,6.41345895716736,45.23398781,9.51856009564551,10.6974976497015,3.32008929185575,1.76471960508622,6.880384082186,0.0369163952225842,0.00136282023623003,0.0926275992438563
"NLA12_SD-162",17,400666.666666667,0,0.294117647058824,0.305324459234609,15.2947626841562,9,0.749017424552082,1934711863.7,23354031328.9,9,"",44.20860117,-96.84466113,394.9502606,1.4,17.45434029,479.76,10,10170202,46,46,"Region_8",1739,13490,2353,815,54644,8.89,24.3474358974359,5.92143790849673,23.874035454078,2.19722457733622,2.19722457733622,12.9008851054092,2.83321334405622,2.72751046157247,7.76344638872736,6.70318811324086,44.20860117,9.5097039492018,10.9085946980074,3.19242654203061,1.7785793093517,7.46106551435428,0.305324459234609,0.0932230254069064,0.0865051903114187
"NLA12_SD-165",21,82833.3333333333,0,0.285714285714286,0.262575452716298,14.6209299113347,14,1.46668013433995,2199437.8,1074611597,14,"",44.32204695,-99.73243077,4.511253923,3,1.143947924,577.95,10,10140101,42,42,"Region_8",1657,16960,1369,357,11315,9.23,23.925641025641,6.09745098039216,20.7952251281233,2.63905732961526,2.63905732961526,11.3245858358507,3.04452243772342,2.68245405772534,7.22183582528845,5.87773578177964,44.32204695,9.73861290934589,9.33388455806764,3.17495073011033,1.80787081177954,7.41276401742656,0.262575452716298,0.0689458683691687,0.0816326530612245
"NLA12_SD-166",28,157115.384615385,0,0.214285714285714,0.02203182374541,17.2193855922926,20,2.07309403840385,8162512.7,2971537444.4,20,"",45.68365856,-97.44500099,4.261921688,1.6,0.849133185,547.07,10,10160010,46,46,"Region_8",669,8620,1105,71,15852,8.51,21.15,5.83993464052288,21.8123453138695,2.99573227355399,2.99573227355399,11.9647357482548,3.3322045101752,2.84603581847295,7.00760061395185,4.26267987704132,45.68365856,9.06184036365774,9.67105095431033,3.05163990549229,1.76471960508622,6.50578406012823,0.02203182374541,0.000485401257548814,0.0459183673469388
"NLA12_SD-168",18,163214.285714286,0,0.277777777777778,0.0306345733041575,12.3865337234938,22,1.92438274325188,84859460.2,9930515478.4,22,"",45.46848158,-102.4051988,55.00620242,4.8,7.481452132,794.45,10,10130306,43,43,"Region_8",3100,18220,1758,293,4923,8.85,18.0294871794872,6.26150326797386,23.0188782248747,3.09104245335832,3.09104245335832,12.0028192526952,2.89037175789616,2.51660989245571,7.47193207824512,5.68017260901707,45.46848158,9.81027517081395,8.5016733797582,2.89200859418661,1.83442029493731,8.03915739047324,0.0306345733041575,0.000938477081527802,0.0771604938271605
"NLA12_SD-170",14,27372.0136518771,0,0.214285714285714,0.56359102244389,8.00172240123838,30,1.18202575520698,3314843890.6,12449546032.9,30,"",45.42085242,-97.50813452,4.828912669,1.5,1.371414008,556.29,10,10160010,46,46,"Region_8",1778,24600,3400,137,31570,8.66,21.0512820512821,5.83993464052288,23.2449499959714,3.40119738166216,3.40119738166216,10.2172763708256,2.63905732961526,2.07965681866088,8.13153071060425,4.91998092582813,45.42085242,10.1105017219205,10.359962581552,3.04696146332278,1.76471960508622,7.48324441607385,0.56359102244389,0.31763484057935,0.0459183673469388
"NLA12_SD-172",18,187692.307692308,0,0.388888888888889,0.276639344262295,11.9488514874792,11,1.70098167275287,15799993.7,2208058684.3,11,"",44.87090089,-103.0033176,4.625206667,2.2,1.171223766,848.01,10,10120113,43,43,"Region_8",2620,17350,1555,70,425,9.97,19.7002564102564,6.35111111111111,21.5153795430425,2.39789527279837,2.39789527279837,12.1425592398078,2.89037175789616,2.4806351639243,7.34923082461333,4.24849524204936,44.87090089,9.761347785375,6.05208916892442,2.98063165140829,1.84862977572545,7.87092959675514,0.276639344262295,0.0765293267938726,0.151234567901235
"NLA12_SD-182",20,175000,0,0.15,0.00571428571428571,12.6265858569242,19,2.63984016951545,2403002.9,1791942336.7,19,"NLA06608-4055",45.71082611,-97.4684742,60.57157254,4.8,4.951722219,547.67,10,10160010,46,46,"Region_8",1060,8930,913,35,9862,8.44,18.1466666666667,5.83993464052288,21.3065659728006,2.94443897916644,2.94443897916644,12.0725412529057,2.99573227355399,2.53580457970248,6.81673588059497,3.55534806148941,45.71082611,9.09717167387054,9.19644426678407,2.89848688911516,1.76471960508622,6.96602418710611,0.00571428571428571,3.26530612244898e-05,0.0225
"NLA12_SD-183",14,51111.1111111111,0,0.357142857142857,0.160869565217391,10.8546083960243,35,2.6937418381448,2897944.5,5277892218.4,35,"",43.44309912,-99.25760578,34308.25539,7,686.6237025,413.32,10,10140101,42,42,"Region_8",802,4100,344,41,7316,8.54,26.348717948718,6.2162091503268,22.386792653902,3.55534806148941,3.55534806148941,10.8417571911291,2.63905732961526,2.38458972677202,5.8406416573734,3.71357206670431,43.44309912,8.3187422526924,8.89781900951076,3.27141961910608,1.82716025959177,6.68710860786651,0.160869565217391,0.0258790170132325,0.127551020408163
